date,district,region,estate_name,address,block_name,floor,flat,saleable_area_sqm,price_hkd,price_per_sqft_hkd,transaction_type,year,month,quarter
2024-03-30,Sha Tin,New Territories & Outlying Islands,RIVERSIDE PALACE,"1 Canton Drive, Sha Tin",BLOCK C,15,22,62.2,5063800.0,81411.0,Resale,2024,3,1
2024-03-30,Yuen Long,New Territories & Outlying Islands,TULIP COURT,"161 Princess Lane, Yuen Long",BLOCK D,17,21,60.6,2380200.0,39277.0,Resale,2024,3,1
2024-03-30,Yau Tsim Mong,Kowloon,LAGUNA CITY,"193 Princess Gardens, Yau Tsim Mong",BLOCK D,24,9,54.3,3304900.0,60863.0,Resale,2024,3,1
2024-03-30,Wan Chai,Hong Kong Island,CRYSTAL HOUSE,"195 Des Voeux Road, Wan Chai",BLOCK F,8,34,51.0,3770800.0,73938.0,Resale,2024,3,1
2024-03-30,Kowloon City,Kowloon,PEARL COURT,"42 Canton Lane, Kowloon City",BLOCK B,22,37,61.2,3729900.0,60946.0,New Sale,2024,3,1
2024-03-30,Eastern,Hong Kong Island,MAGNOLIA PLACE,"185 Nathan Street, Eastern",BLOCK E,8,5,25.6,2764700.0,107998.0,Resale,2024,3,1
2024-03-30,Southern,Hong Kong Island,LAGUNA CITY,"183 Lockhart Path, Southern",BLOCK F,2,18,55.3,4942200.0,89371.0,Resale,2024,3,1
2024-03-30,Kwun Tong,Kowloon,HARBOUR VIEW,"41 Nathan Gardens, Kwun Tong",BLOCK A,3,19,31.7,2258200.0,71236.0,Resale,2024,3,1
2024-03-30,Yuen Long,New Territories & Outlying Islands,DIAMOND HILL,"174 Des Voeux Lane, Yuen Long",BLOCK A,25,35,74.7,4410100.0,59038.0,Resale,2024,3,1
2024-03-30,Central & Western,Hong Kong Island,SUNSHINE COURT,"79 Lockhart Path, Central & Western",BLOCK C,12,29,50.4,4248300.0,84292.0,New Sale,2024,3,1
2024-03-30,Yuen Long,New Territories & Outlying Islands,JADE GARDEN,"170 Des Voeux Court, Yuen Long",BLOCK F,2,30,58.1,2904000.0,49983.0,Resale,2024,3,1
2024-03-30,Kwai Tsing,New Territories & Outlying Islands,LOTUS TOWER,"64 Prince Court, Kwai Tsing",BLOCK C,36,36,37.3,2622600.0,70312.0,Resale,2024,3,1
2024-03-30,North,New Territories & Outlying Islands,THE VICTORIA,"34 Princess Path, North",BLOCK A,24,33,45.1,2639200.0,58519.0,Resale,2024,3,1
2024-03-30,Wan Chai,Hong Kong Island,VIOLET TERRACE,"137 Prince Drive, Wan Chai",BLOCK A,29,5,40.9,4308500.0,105343.0,Resale,2024,3,1
2024-03-30,North,New Territories & Outlying Islands,SUNFLOWER HEIGHTS,"40 Des Voeux Drive, North",BLOCK A,28,31,36.2,1834100.0,50665.0,Resale,2024,3,1
2024-03-30,Yau Tsim Mong,Kowloon,SUNSHINE COURT,"180 Des Voeux Court, Yau Tsim Mong",BLOCK C,38,18,69.6,4442600.0,63831.0,Resale,2024,3,1
2024-03-30,Sham Shui Po,Kowloon,SAPPHIRE TOWER,"79 Lockhart Drive, Sham Shui Po",BLOCK F,37,3,57.4,3021600.0,52641.0,Resale,2024,3,1
2024-03-30,Wan Chai,Hong Kong Island,HARBOUR VIEW,"66 Nathan Drive, Wan Chai",BLOCK C,34,23,63.8,5433700.0,85167.0,Resale,2024,3,1
2024-03-30,North,New Territories & Outlying Islands,LAGUNA CITY,"42 Lockhart Path, North",BLOCK A,7,1,53.1,3361800.0,63310.0,Resale,2024,3,1
2024-03-31,Islands,New Territories & Outlying Islands,AMBER COURT,"191 Victoria Street, Islands",BLOCK E,14,17,37.0,2333500.0,63068.0,Resale,2024,3,1
2024-03-31,Southern,Hong Kong Island,METROPOLIS PARK,"63 Queen Court, Southern",BLOCK B,34,34,76.6,7153600.0,93389.0,Resale,2024,3,1
2024-03-31,Wong Tai Sin,Kowloon,ROSE COURT,"144 Queen Avenue, Wong Tai Sin",BLOCK A,19,25,33.7,1929800.0,57264.0,Resale,2024,3,1
2024-03-31,Sai Kung,New Territories & Outlying Islands,LOTUS TOWER,"158 Lockhart Road, Sai Kung",BLOCK F,32,3,52.5,3371100.0,64211.0,Resale,2024,3,1
2024-03-31,Sha Tin,New Territories & Outlying Islands,ORCHID GARDEN,"5 Princess Path, Sha Tin",BLOCK C,3,25,39.9,1868700.0,46834.0,New Sale,2024,3,1
2024-03-31,Sham Shui Po,Kowloon,JASMINE TERRACE,"60 Canton Street, Sham Shui Po",BLOCK D,27,10,74.9,5847400.0,78069.0,New Sale,2024,3,1
2024-03-31,Islands,New Territories & Outlying Islands,JASMINE TERRACE,"39 Victoria Path, Islands",BLOCK F,21,29,65.1,4078300.0,62646.0,Resale,2024,3,1
2024-03-31,Southern,Hong Kong Island,TULIP COURT,"185 Canton Avenue, Southern",BLOCK C,18,5,78.0,6116000.0,78410.0,New Sale,2024,3,1
2024-03-31,Tsuen Wan,New Territories & Outlying Islands,LOTUS TOWER,"27 Queen Lane, Tsuen Wan",BLOCK C,9,3,51.3,4383700.0,85452.0,Resale,2024,3,1
2024-03-31,Tsuen Wan,New Territories & Outlying Islands,EMERALD PLAZA,"175 Des Voeux Lane, Tsuen Wan",BLOCK D,23,11,65.9,5211400.0,79080.0,Resale,2024,3,1
2024-03-31,Kwun Tong,Kowloon,RUBY MANSION,"162 Queen Drive, Kwun Tong",BLOCK E,28,39,73.0,4367100.0,59823.0,New Sale,2024,3,1
2024-04-01,Kwai Tsing,New Territories & Outlying Islands,JADE GARDEN,"127 Princess Gardens, Kwai Tsing",BLOCK E,2,5,30.7,2089300.0,68054.0,Resale,2024,4,2
2024-04-01,Sai Kung,New Territories & Outlying Islands,MAGNOLIA PLACE,"192 Queen Path, Sai Kung",BLOCK D,4,22,79.5,5877400.0,73929.0,Resale,2024,4,2
2024-04-01,Kowloon City,Kowloon,JADE GARDEN,"48 Queen Gardens, Kowloon City",BLOCK B,12,25,28.0,1517400.0,54193.0,Resale,2024,4,2
2024-04-01,Wan Chai,Hong Kong Island,ORCHID GARDEN,"199 Canton Road, Wan Chai",BLOCK C,28,31,36.7,2671500.0,72794.0,Resale,2024,4,2
2024-04-01,Southern,Hong Kong Island,RIVERSIDE PALACE,"5 Des Voeux Avenue, Southern",BLOCK C,2,31,61.4,4587600.0,74717.0,Resale,2024,4,2
2024-04-01,Sham Shui Po,Kowloon,OCEAN FRONT,"94 King Gardens, Sham Shui Po",BLOCK D,37,6,52.1,3653900.0,70132.0,Resale,2024,4,2
2024-04-01,Yuen Long,New Territories & Outlying Islands,JADE GARDEN,"199 Des Voeux Gardens, Yuen Long",BLOCK E,14,4,53.2,3516900.0,66107.0,Resale,2024,4,2
2024-04-01,Kowloon City,Kowloon,ROSE COURT,"176 Nathan Drive, Kowloon City",BLOCK B,14,24,26.5,2094600.0,79043.0,Resale,2024,4,2
2024-04-01,Eastern,Hong Kong Island,PEAK RESIDENCE,"147 Victoria Court, Eastern",BLOCK A,32,10,60.9,3546900.0,58241.0,Resale,2024,4,2
2024-04-02,Eastern,Hong Kong Island,ORCHID GARDEN,"16 Queen Road, Eastern",BLOCK F,2,12,64.0,5455400.0,85241.0,Resale,2024,4,2
2024-04-02,Tai Po,New Territories & Outlying Islands,SKY TOWER,"186 Victoria Lane, Tai Po",BLOCK B,32,7,26.1,1546800.0,59266.0,New Sale,2024,4,2
2024-04-02,Kwun Tong,Kowloon,SUNFLOWER HEIGHTS,"16 Queen Street, Kwun Tong",BLOCK B,40,29,76.8,7055900.0,91874.0,Resale,2024,4,2
2024-04-02,Wong Tai Sin,Kowloon,JADE GARDEN,"183 Nathan Avenue, Wong Tai Sin",BLOCK E,13,14,51.6,4995400.0,96810.0,Resale,2024,4,2
2024-04-02,Kwun Tong,Kowloon,PEAK RESIDENCE,"117 Prince Lane, Kwun Tong",BLOCK A,22,22,38.6,2901800.0,75175.0,Resale,2024,4,2
2024-04-02,Kowloon City,Kowloon,METROPOLIS PARK,"43 Queen Gardens, Kowloon City",BLOCK C,26,12,26.2,1953300.0,74552.0,Resale,2024,4,2
2024-04-02,North,New Territories & Outlying Islands,DIAMOND HILL,"130 Victoria Road, North",BLOCK F,22,15,47.2,3058500.0,64799.0,Resale,2024,4,2
2024-04-02,Tai Po,New Territories & Outlying Islands,SUNFLOWER HEIGHTS,"64 Lockhart Drive, Tai Po",BLOCK A,4,38,69.4,3841300.0,55350.0,Resale,2024,4,2
2024-04-02,Sha Tin,New Territories & Outlying Islands,OCEAN FRONT,"84 Lockhart Avenue, Sha Tin",BLOCK A,33,37,36.1,2183900.0,60495.0,Resale,2024,4,2
2024-04-02,Central & Western,Hong Kong Island,JADE GARDEN,"48 Princess Road, Central & Western",BLOCK C,21,36,53.1,4951000.0,93240.0,Resale,2024,4,2
2024-04-02,Kwun Tong,Kowloon,JASMINE TERRACE,"58 Lockhart Drive, Kwun Tong",BLOCK C,15,37,47.0,3451200.0,73429.0,Resale,2024,4,2
2024-04-02,Central & Western,Hong Kong Island,HARBOUR VIEW,"1 Princess Road, Central & Western",BLOCK F,23,25,66.8,5715000.0,85554.0,Resale,2024,4,2
2024-04-02,Tuen Mun,New Territories & Outlying Islands,PEAK RESIDENCE,"180 Queen Avenue, Tuen Mun",BLOCK E,32,20,43.6,1796100.0,41194.0,Resale,2024,4,2
2024-04-03,Kwun Tong,Kowloon,SUNSHINE COURT,"1 Princess Lane, Kwun Tong",BLOCK D,38,39,71.7,4482900.0,62523.0,Resale,2024,4,2
2024-04-03,Wong Tai Sin,Kowloon,ROSE COURT,"56 Lockhart Gardens, Wong Tai Sin",BLOCK B,32,38,27.3,2257400.0,82689.0,Resale,2024,4,2
2024-04-03,Yau Tsim Mong,Kowloon,PEAK RESIDENCE,"175 Nathan Street, Yau Tsim Mong",BLOCK F,18,37,38.9,2137100.0,54939.0,Resale,2024,4,2
2024-04-03,Kwun Tong,Kowloon,HARBOUR VIEW,"139 Queen Gardens, Kwun Tong",BLOCK B,34,15,42.5,3092100.0,72756.0,Resale,2024,4,2
2024-04-03,Central & Western,Hong Kong Island,OCEAN FRONT,"115 Princess Avenue, Central & Western",BLOCK D,12,9,40.0,4390200.0,109756.0,Resale,2024,4,2
2024-04-03,Kwun Tong,Kowloon,METROPOLIS PARK,"108 Victoria Road, Kwun Tong",BLOCK D,27,2,60.0,4300800.0,71680.0,Resale,2024,4,2
2024-04-03,Central & Western,Hong Kong Island,OCEAN FRONT,"157 Des Voeux Path, Central & Western",BLOCK D,19,21,45.7,3760700.0,82291.0,Resale,2024,4,2
2024-04-03,Sham Shui Po,Kowloon,SKY TOWER,"173 Hennessy Lane, Sham Shui Po",BLOCK A,40,37,64.2,4485200.0,69863.0,Resale,2024,4,2
2024-04-03,Wan Chai,Hong Kong Island,SUNFLOWER HEIGHTS,"143 Victoria Avenue, Wan Chai",BLOCK F,33,39,61.8,5904600.0,95544.0,New Sale,2024,4,2
2024-04-04,Tsuen Wan,New Territories & Outlying Islands,DIAMOND HILL,"77 Prince Road, Tsuen Wan",BLOCK B,27,9,45.3,2073900.0,45781.0,Resale,2024,4,2
2024-04-04,Sha Tin,New Territories & Outlying Islands,HARBOUR VIEW,"85 Lockhart Road, Sha Tin",BLOCK C,8,8,50.3,3324500.0,66094.0,Resale,2024,4,2
2024-04-04,Tuen Mun,New Territories & Outlying Islands,PEARL COURT,"51 Prince Gardens, Tuen Mun",BLOCK D,40,39,33.0,1864500.0,56501.0,Resale,2024,4,2
2024-04-04,Sham Shui Po,Kowloon,JASMINE TERRACE,"105 Queen Path, Sham Shui Po",BLOCK E,28,23,37.9,3486000.0,91979.0,Resale,2024,4,2
2024-04-04,Central & Western,Hong Kong Island,PEARL COURT,"41 Lockhart Path, Central & Western",BLOCK A,36,26,54.2,6157700.0,113611.0,Resale,2024,4,2
2024-04-04,Central & Western,Hong Kong Island,SUNSHINE COURT,"123 Queen Court, Central & Western",BLOCK C,26,35,30.9,2060500.0,66683.0,Resale,2024,4,2
2024-04-04,Tai Po,New Territories & Outlying Islands,MAGNOLIA PLACE,"70 Queen Gardens, Tai Po",BLOCK E,22,35,26.8,1263100.0,47130.0,Resale,2024,4,2
2024-04-05,Eastern,Hong Kong Island,OCEAN FRONT,"117 Lockhart Path, Eastern",BLOCK C,17,5,34.4,3431300.0,99746.0,Resale,2024,4,2
2024-04-05,Wan Chai,Hong Kong Island,OCEAN FRONT,"103 Lockhart Road, Wan Chai",BLOCK D,19,14,57.0,4930700.0,86504.0,New Sale,2024,4,2
2024-04-05,Yau Tsim Mong,Kowloon,SAPPHIRE TOWER,"22 Lockhart Road, Yau Tsim Mong",BLOCK C,34,6,39.6,2741800.0,69237.0,Resale,2024,4,2
2024-04-05,Southern,Hong Kong Island,DAISY GARDEN,"81 Nathan Drive, Southern",BLOCK B,21,4,67.7,6223300.0,91924.0,Resale,2024,4,2
2024-04-05,North,New Territories & Outlying Islands,EMERALD PLAZA,"134 Lockhart Avenue, North",BLOCK B,36,24,55.1,1925500.0,34945.0,New Sale,2024,4,2
2024-04-05,North,New Territories & Outlying Islands,CRYSTAL HOUSE,"64 Canton Lane, North",BLOCK B,32,29,29.9,1681500.0,56236.0,Resale,2024,4,2
2024-04-05,Sha Tin,New Territories & Outlying Islands,EMERALD PLAZA,"104 Princess Lane, Sha Tin",BLOCK A,17,7,59.3,3429000.0,57825.0,Resale,2024,4,2
2024-04-05,Tai Po,New Territories & Outlying Islands,CRYSTAL HOUSE,"117 Queen Lane, Tai Po",BLOCK B,28,17,45.8,2049000.0,44737.0,Resale,2024,4,2
2024-04-05,Sai Kung,New Territories & Outlying Islands,TULIP COURT,"12 Victoria Drive, Sai Kung",BLOCK A,3,30,50.2,2843300.0,56639.0,Resale,2024,4,2
2024-04-05,Yuen Long,New Territories & Outlying Islands,LILY MANSION,"59 Nathan Drive, Yuen Long",BLOCK A,13,8,53.3,3226000.0,60525.0,Resale,2024,4,2
2024-04-05,Islands,New Territories & Outlying Islands,JADE GARDEN,"95 Lockhart Gardens, Islands",BLOCK D,2,32,70.2,3575500.0,50933.0,New Sale,2024,4,2
2024-04-05,Eastern,Hong Kong Island,DAISY GARDEN,"121 Lockhart Street, Eastern",BLOCK B,33,25,66.3,6167200.0,93020.0,Resale,2024,4,2
2024-04-05,Tuen Mun,New Territories & Outlying Islands,THE VICTORIA,"117 Hennessy Drive, Tuen Mun",BLOCK A,9,14,37.2,1878600.0,50501.0,Resale,2024,4,2
2024-04-05,Eastern,Hong Kong Island,ROSE COURT,"165 Canton Lane, Eastern",BLOCK A,29,2,25.1,2098100.0,83591.0,Resale,2024,4,2
2024-04-06,Tai Po,New Territories & Outlying Islands,GOLDEN HEIGHTS,"23 Prince Drive, Tai Po",BLOCK F,5,21,40.4,2150500.0,53229.0,New Sale,2024,4,2
2024-04-06,Tai Po,New Territories & Outlying Islands,RUBY MANSION,"99 Queen Path, Tai Po",BLOCK B,19,22,27.0,2084900.0,77219.0,Resale,2024,4,2
2024-04-06,Tsuen Wan,New Territories & Outlying Islands,THE VICTORIA,"115 Hennessy Path, Tsuen Wan",BLOCK A,26,40,70.0,3909400.0,55848.0,Resale,2024,4,2
2024-04-06,Sai Kung,New Territories & Outlying Islands,ROSE COURT,"178 Princess Path, Sai Kung",BLOCK B,9,15,48.3,1937500.0,40113.0,New Sale,2024,4,2
2024-04-06,Wong Tai Sin,Kowloon,CRYSTAL HOUSE,"144 Des Voeux Court, Wong Tai Sin",BLOCK F,25,23,48.4,4194500.0,86663.0,Resale,2024,4,2
2024-04-06,Tuen Mun,New Territories & Outlying Islands,LOTUS TOWER,"72 Victoria Court, Tuen Mun",BLOCK C,32,16,38.1,2637100.0,69214.0,Resale,2024,4,2
2024-04-06,Yau Tsim Mong,Kowloon,GOLDEN HEIGHTS,"188 Prince Lane, Yau Tsim Mong",BLOCK A,11,39,49.1,3855800.0,78530.0,Resale,2024,4,2
2024-04-06,Eastern,Hong Kong Island,RIVERSIDE PALACE,"54 Des Voeux Road, Eastern",BLOCK F,19,21,73.6,8605500.0,116922.0,Resale,2024,4,2
2024-04-06,Yuen Long,New Territories & Outlying Islands,SUNSHINE COURT,"49 Queen Road, Yuen Long",BLOCK C,4,8,74.2,5392700.0,72678.0,Resale,2024,4,2
2024-04-06,Wong Tai Sin,Kowloon,ORCHID GARDEN,"90 Princess Street, Wong Tai Sin",BLOCK A,28,40,42.8,3321600.0,77608.0,New Sale,2024,4,2
2024-04-07,Southern,Hong Kong Island,AMBER COURT,"115 Lockhart Court, Southern",BLOCK D,15,16,78.7,6999400.0,88938.0,New Sale,2024,4,2
2024-04-07,Wong Tai Sin,Kowloon,DAISY GARDEN,"75 Canton Court, Wong Tai Sin",BLOCK B,38,8,58.7,4543000.0,77394.0,Resale,2024,4,2
2024-04-07,Southern,Hong Kong Island,SUNSHINE COURT,"193 Victoria Path, Southern",BLOCK F,27,32,68.8,5861800.0,85201.0,Resale,2024,4,2
2024-04-07,Sham Shui Po,Kowloon,OCEAN FRONT,"44 Hennessy Court, Sham Shui Po",BLOCK C,30,9,29.9,2041200.0,68266.0,New Sale,2024,4,2
2024-04-07,Central & Western,Hong Kong Island,DIAMOND HILL,"148 Nathan Street, Central & Western",BLOCK C,27,31,31.4,2865000.0,91242.0,Resale,2024,4,2
2024-04-07,Eastern,Hong Kong Island,JASMINE TERRACE,"33 King Avenue, Eastern",BLOCK C,37,15,73.5,6160000.0,83809.0,New Sale,2024,4,2
2024-04-07,Kwai Tsing,New Territories & Outlying Islands,VIOLET TERRACE,"139 Queen Street, Kwai Tsing",BLOCK B,11,22,66.5,2843000.0,42752.0,Resale,2024,4,2
2024-04-07,Sham Shui Po,Kowloon,GOLDEN HEIGHTS,"104 King Court, Sham Shui Po",BLOCK C,32,35,63.1,3578300.0,56709.0,Resale,2024,4,2
2024-04-07,North,New Territories & Outlying Islands,DIAMOND HILL,"103 King Lane, North",BLOCK C,39,20,34.5,2220500.0,64362.0,Resale,2024,4,2
2024-04-07,Yau Tsim Mong,Kowloon,RIVERSIDE PALACE,"34 Prince Court, Yau Tsim Mong",BLOCK D,23,9,63.2,4947000.0,78276.0,Resale,2024,4,2
2024-04-07,Kwai Tsing,New Territories & Outlying Islands,OCEAN FRONT,"146 Des Voeux Gardens, Kwai Tsing",BLOCK F,4,16,58.6,2855400.0,48727.0,Resale,2024,4,2
2024-04-07,Sham Shui Po,Kowloon,CRYSTAL HOUSE,"128 Prince Road, Sham Shui Po",BLOCK B,5,39,79.7,4584400.0,57521.0,Resale,2024,4,2
2024-04-07,Southern,Hong Kong Island,PEARL COURT,"11 Queen Gardens, Southern",BLOCK F,26,23,75.2,6259700.0,83241.0,Resale,2024,4,2
2024-04-07,Kwun Tong,Kowloon,JASMINE TERRACE,"95 Canton Road, Kwun Tong",BLOCK D,5,17,74.2,5579900.0,75201.0,Resale,2024,4,2
2024-04-07,Islands,New Territories & Outlying Islands,CRYSTAL HOUSE,"22 Hennessy Drive, Islands",BLOCK D,25,2,48.2,2088300.0,43325.0,Resale,2024,4,2
2024-04-07,Central & Western,Hong Kong Island,THE VICTORIA,"197 Lockhart Gardens, Central & Western",BLOCK A,36,37,49.0,4420100.0,90206.0,Resale,2024,4,2
2024-04-08,Islands,New Territories & Outlying Islands,RUBY MANSION,"37 Princess Drive, Islands",BLOCK D,35,1,48.4,2956300.0,61081.0,Resale,2024,4,2
2024-04-08,Sham Shui Po,Kowloon,LOTUS TOWER,"146 King Road, Sham Shui Po",BLOCK D,14,9,34.3,3522900.0,102708.0,Resale,2024,4,2
2024-04-08,Central & Western,Hong Kong Island,RIVERSIDE PALACE,"148 Victoria Path, Central & Western",BLOCK C,33,19,46.4,4569900.0,98489.0,Resale,2024,4,2
2024-04-08,Kwai Tsing,New Territories & Outlying Islands,AMBER COURT,"186 Nathan Street, Kwai Tsing",BLOCK E,3,21,38.5,1411100.0,36653.0,New Sale,2024,4,2
2024-04-08,Kwai Tsing,New Territories & Outlying Islands,GOLDEN HEIGHTS,"10 Des Voeux Gardens, Kwai Tsing",BLOCK D,33,38,64.9,4458400.0,68697.0,Resale,2024,4,2
2024-04-08,Islands,New Territories & Outlying Islands,ORCHID GARDEN,"128 Hennessy Court, Islands",BLOCK B,29,10,53.7,4794400.0,89282.0,Resale,2024,4,2
2024-04-08,Tai Po,New Territories & Outlying Islands,ROSE COURT,"127 Des Voeux Street, Tai Po",BLOCK E,21,13,64.3,4282600.0,66603.0,Resale,2024,4,2
2024-04-08,Kwun Tong,Kowloon,RIVERSIDE PALACE,"69 Des Voeux Path, Kwun Tong",BLOCK C,12,32,48.3,3987200.0,82550.0,Resale,2024,4,2
2024-04-08,Kwai Tsing,New Territories & Outlying Islands,LOTUS TOWER,"76 Des Voeux Court, Kwai Tsing",BLOCK D,33,26,75.7,5954300.0,78657.0,New Sale,2024,4,2
2024-04-08,Kwun Tong,Kowloon,ROSE COURT,"88 Victoria Path, Kwun Tong",BLOCK F,8,29,66.8,5236500.0,78390.0,Resale,2024,4,2
2024-04-08,Wan Chai,Hong Kong Island,OCEAN FRONT,"72 Lockhart Gardens, Wan Chai",BLOCK C,6,4,40.4,3605300.0,89240.0,Resale,2024,4,2
2024-04-08,Islands,New Territories & Outlying Islands,CRYSTAL HOUSE,"37 King Road, Islands",BLOCK D,25,3,42.8,2206900.0,51563.0,Resale,2024,4,2
2024-04-08,North,New Territories & Outlying Islands,SUNSHINE COURT,"200 Queen Drive, North",BLOCK F,17,2,43.9,2990100.0,68111.0,Resale,2024,4,2
2024-04-09,North,New Territories & Outlying Islands,CRYSTAL HOUSE,"170 Nathan Road, North",BLOCK F,38,28,63.3,3956600.0,62505.0,Resale,2024,4,2
2024-04-09,Islands,New Territories & Outlying Islands,LAGUNA CITY,"77 Nathan Street, Islands",BLOCK E,34,32,54.4,2432000.0,44705.0,Resale,2024,4,2
2024-04-09,Kwai Tsing,New Territories & Outlying Islands,CRYSTAL HOUSE,"165 Prince Street, Kwai Tsing",BLOCK C,24,34,39.0,2231000.0,57206.0,Resale,2024,4,2
2024-04-09,Tuen Mun,New Territories & Outlying Islands,JASMINE TERRACE,"193 King Lane, Tuen Mun",BLOCK C,3,19,59.0,2868000.0,48611.0,Resale,2024,4,2
2024-04-09,Kowloon City,Kowloon,GOLDEN HEIGHTS,"64 King Road, Kowloon City",BLOCK F,29,14,57.4,4851800.0,84526.0,New Sale,2024,4,2
2024-04-09,Sha Tin,New Territories & Outlying Islands,LOTUS TOWER,"69 Queen Road, Sha Tin",BLOCK F,24,40,52.0,4561900.0,87728.0,Resale,2024,4,2
2024-04-09,North,New Territories & Outlying Islands,ROSE COURT,"122 Nathan Lane, North",BLOCK E,21,34,29.3,1421500.0,48517.0,Resale,2024,4,2
2024-04-10,Southern,Hong Kong Island,MAGNOLIA PLACE,"167 Victoria Drive, Southern",BLOCK E,30,4,45.6,3558800.0,78043.0,Resale,2024,4,2
2024-04-10,Wan Chai,Hong Kong Island,OCEAN FRONT,"187 Victoria Path, Wan Chai",BLOCK B,25,4,59.8,5613800.0,93876.0,Resale,2024,4,2
2024-04-10,Central & Western,Hong Kong Island,GOLDEN HEIGHTS,"118 King Gardens, Central & Western",BLOCK A,38,20,26.9,2846300.0,105811.0,Resale,2024,4,2
2024-04-10,Southern,Hong Kong Island,DAISY GARDEN,"75 Princess Path, Southern",BLOCK E,13,3,42.2,4912800.0,116416.0,Resale,2024,4,2
2024-04-10,Yau Tsim Mong,Kowloon,LOTUS TOWER,"148 Canton Gardens, Yau Tsim Mong",BLOCK F,20,31,28.6,2415600.0,84460.0,Resale,2024,4,2
2024-04-10,Sha Tin,New Territories & Outlying Islands,HARBOUR VIEW,"125 Queen Path, Sha Tin",BLOCK A,29,2,59.2,4383500.0,74045.0,Resale,2024,4,2
2024-04-11,Eastern,Hong Kong Island,DIAMOND HILL,"52 Hennessy Road, Eastern",BLOCK D,28,12,47.2,4332400.0,91789.0,New Sale,2024,4,2
2024-04-11,Tuen Mun,New Territories & Outlying Islands,LOTUS TOWER,"53 Nathan Lane, Tuen Mun",BLOCK D,17,3,78.6,5322000.0,67710.0,Resale,2024,4,2
2024-04-11,Sham Shui Po,Kowloon,THE VICTORIA,"97 Queen Path, Sham Shui Po",BLOCK B,38,22,73.0,6253500.0,85664.0,Resale,2024,4,2
2024-04-11,Tsuen Wan,New Territories & Outlying Islands,LAGUNA CITY,"61 Hennessy Court, Tsuen Wan",BLOCK B,27,32,25.7,1768700.0,68820.0,Resale,2024,4,2
2024-04-11,Sai Kung,New Territories & Outlying Islands,EMERALD PLAZA,"133 King Court, Sai Kung",BLOCK B,12,23,51.4,2910100.0,56617.0,Resale,2024,4,2
2024-04-11,Tuen Mun,New Territories & Outlying Islands,LAGUNA CITY,"162 King Street, Tuen Mun",BLOCK E,11,14,72.6,3430300.0,47249.0,Resale,2024,4,2
2024-04-11,North,New Territories & Outlying Islands,SUNSHINE COURT,"56 Des Voeux Gardens, North",BLOCK E,35,11,35.5,1835600.0,51706.0,Resale,2024,4,2
2024-04-11,Yuen Long,New Territories & Outlying Islands,OCEAN FRONT,"76 King Road, Yuen Long",BLOCK C,13,32,50.6,3227500.0,63785.0,Resale,2024,4,2
2024-04-11,Sha Tin,New Territories & Outlying Islands,OCEAN FRONT,"33 King Avenue, Sha Tin",BLOCK F,3,28,69.2,5581700.0,80661.0,Resale,2024,4,2
2024-04-11,Tuen Mun,New Territories & Outlying Islands,ORCHID GARDEN,"69 Prince Avenue, Tuen Mun",BLOCK A,12,16,51.4,3933200.0,76522.0,Resale,2024,4,2
2024-04-11,Wong Tai Sin,Kowloon,OCEAN FRONT,"105 Canton Court, Wong Tai Sin",BLOCK F,26,28,42.4,2700000.0,63680.0,Resale,2024,4,2
2024-04-11,Wong Tai Sin,Kowloon,PEAK RESIDENCE,"52 Canton Path, Wong Tai Sin",BLOCK F,26,21,31.6,2766500.0,87547.0,Resale,2024,4,2
2024-04-11,North,New Territories & Outlying Islands,HARBOUR VIEW,"144 Nathan Avenue, North",BLOCK A,33,22,71.7,3607900.0,50320.0,Resale,2024,4,2
2024-04-12,Central & Western,Hong Kong Island,THE VICTORIA,"124 Victoria Drive, Central & Western",BLOCK E,10,28,54.6,5943800.0,108861.0,Resale,2024,4,2
2024-04-12,Southern,Hong Kong Island,ORCHID GARDEN,"193 Prince Path, Southern",BLOCK C,20,18,62.7,6601400.0,105285.0,Resale,2024,4,2
2024-04-12,Central & Western,Hong Kong Island,THE VICTORIA,"190 Des Voeux Court, Central & Western",BLOCK E,28,19,33.7,3221900.0,95606.0,Resale,2024,4,2
2024-04-12,Yau Tsim Mong,Kowloon,RUBY MANSION,"162 Canton Lane, Yau Tsim Mong",BLOCK D,13,2,53.2,2925600.0,54992.0,Resale,2024,4,2
2024-04-12,Sha Tin,New Territories & Outlying Islands,SUNFLOWER HEIGHTS,"12 Victoria Avenue, Sha Tin",BLOCK C,15,29,75.0,4491900.0,59892.0,Resale,2024,4,2
2024-04-12,Central & Western,Hong Kong Island,METROPOLIS PARK,"81 King Road, Central & Western",BLOCK A,11,11,51.4,5109400.0,99404.0,Resale,2024,4,2
2024-04-12,Kowloon City,Kowloon,EMERALD PLAZA,"38 Princess Street, Kowloon City",BLOCK D,22,23,36.2,2269200.0,62685.0,Resale,2024,4,2
2024-04-12,Wong Tai Sin,Kowloon,VIOLET TERRACE,"137 Des Voeux Gardens, Wong Tai Sin",BLOCK B,13,19,75.8,7022300.0,92643.0,Resale,2024,4,2
2024-04-12,Islands,New Territories & Outlying Islands,SAPPHIRE TOWER,"107 Victoria Avenue, Islands",BLOCK D,14,1,73.2,5183800.0,70817.0,New Sale,2024,4,2
